Receptor,Ligand,Action,Smiles
D5R,fluphenazine,Antagonist,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
D5R,noradrenaline,Agonist,NCC(O)c1ccc(O)c(O)c1
D5R,(+)-ADTN,Agonist,NC1CCc2cc(O)c(O)cc2C1
D5R,(+)-SKF-82526,Agonist,Oc1ccc([C@@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1
D5R,N-propylnorapomorphine,Agonist,CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
D5R,SKF-38393,Agonist,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2
D5R,dopamine,Agonist,NCCc1ccc(O)c(O)c1
D5R,rotigotine,Agonist,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
D5R,SCH-23390,Antagonist,CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1
D5R,SKF-83566,Antagonist,CN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1
D5R,flupentixol,Antagonist,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
D5R,(-)-SKF-82526,Agonist,Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1
D5R,beta-ergocriptine,Agonist,CC[C@H](C)[C@@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
D5R,ecopipam,Antagonist,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21
D5R,A68930,Agonist,NC[C@@H]1O[C@H](c2ccccc2)Cc2c1ccc(O)c2O
5HT2A,quinpirole,Agonist,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21
5HT2A,5-CT,Agonist,NCCc1c[nH]c2ccc(C(N)=O)cc12
5HT2A,5-hydroxytryptamine,Agonist,NCCc1c[nH]c2ccc(O)cc12
5HT2A,8-OH-DPAT,Agonist,CCCN(CCC)C1CCc2cccc(O)c2C1
5HT2A,BRL-15572,Agonist,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
5HT2A,GR 127935,Agonist,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
5HT2A,Lysergide,Agonist,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2A,LY344864,Agonist,CN(C)C1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1
5HT2A,asenapine,Antagonist,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1
5HT2A,RU 24969,Agonist,COc1ccc2[nH]cc(C3=CCNCC3)c2c1
5HT2A,SB 216641,Agonist,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
5HT2A,capeserod,Agonist,Nc1c(Cl)cc(-c2nn(C3CCN(CCc4ccccc4)CC3)c(=O)o2)c2c1OCCO2
5HT2A,apomorphine,Antagonist,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
5HT2A,aripiprazole,Agonist,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
5HT2A,bromocriptine,Agonist,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
5HT2A,cabergoline,Agonist,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
5HT2A,clozapine,Antagonist,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
5HT2A,donitriptan,Agonist,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1
5HT2A,lisuride,Agonist,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2A,olanzapine,Antagonist,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1
5HT2A,pergolide,Agonist,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
5HT2A,quetiapine,Agonist,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
5HT2A,roxindole,Antagonist,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
5HT2A,terguride,Agonist,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2A,xanomeline,Antagonist,CCCCCCOc1nsnc1C1=CCCN(C)C1
5HT2A,ziprasidone,Antagonist,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
5HT2A,(+)-butaclamol,Antagonist,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1
5HT2A,9-OH-risperidone,Antagonist,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2
5HT2A,chlorpromazine,Antagonist,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
5HT2A,cyamemazine,Antagonist,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
5HT2A,fluspirilene,Antagonist,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
5HT2A,haloperidol,Antagonist,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
5HT2A,ketanserin,Antagonist,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
5HT2A,methiothepin,Antagonist,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
5HT2A,pimozide,Antagonist,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
5HT2A,pindolol,Agonist,CC(C)NCC(O)COc1cccc2[nH]ccc12
5HT2A,pipamperone,Antagonist,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
5HT2A,risperidone,Antagonist,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
5HT2A,ritanserin,Antagonist,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
5HT2A,sertindole,Antagonist,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
5HT2A,spiperone,Antagonist,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
5HT2A,thioridazine,Antagonist,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
5HT2A,zotepine,Antagonist,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
5HT2A,5-MeOT,Agonist,COc1ccc2[nH]cc(CCN)c2c1
5HT2A,CGS-12066,Agonist,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1
5HT2A,TFMPP,Agonist,FC(F)(F)c1cccc(N2CCNCC2)c1
5HT2A,tryptamine,Agonist,NCCc1c[nH]c2ccccc12
5HT2A,S33084,Antagonist,N#Cc1ccc2c(c1)[C@H]1CN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)C[C@@H]1CO2
5HT2A,SB 224289,Antagonist,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1
5HT2A,metergoline,Antagonist,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
5HT2A,methysergide,Antagonist,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
5HT2A,mianserin,Antagonist,CN1CCN2c3ccccc3Cc3ccccc3C2C1
5HT2A,<i>m</i>-chlorophenylpiperazine,Agonist,Clc1cccc(N2CCNCC2)c1
5HT2A,bufotenine,Antagonist,CN(C)CCc1c[nH]c2ccc(O)cc12
5HT2A,DOI,Agonist,COc1cc(CC(C)N)c(OC)cc1I
5HT2A,ergotamine,Agonist,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
5HT2A,methylergonovine,Agonist,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2A,&alpha;-methyl-5-HT,Agonist,CC(N)Cc1c[nH]c2ccc(O)cc12
5HT2A,(+)-DOI,Agonist,COc1cc(C[C@H](C)N)c(OC)cc1I
5HT2A,(+)-LSD,Agonist,CCN(CC)C(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2A,[<sup>3</sup>H](+)DOB,Agonist,COc1cc(CC(C)N)c(OC)cc1Br
5HT2A,(<i>R</i>)-DOI,Agonist,COc1cc(C[C@@H](C)N)c(OC)cc1I
5HT2A,<i>N</i>-1-isopropyl-5-MeOT,Agonist,COc1ccc2c(c1)c(CCN)cn2C(C)C
5HT2A,<i>N</i>-1-isopropyltryptamine,Agonist,CC(C)n1cc(CCN)c2ccccc21
5HT2A,AL-37350A,Agonist,C[C@H](N)Cc1c[nH]c2ccc3c(c12)CCCO3
5HT2A,BW723C86,Agonist,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
5HT2A,MK-212,Agonist,Clc1cncc(N2CCNCC2)n1
5HT2A,Ro 60-0175,Agonist,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21
5HT2A,S 16924,Agonist,O=C(CC1CCN(CCOc2cccc3c2OCCO3)C1)c1ccc(F)cc1
5HT2A,VER-3323,Agonist,C[C@H](N)CN1CCc2ccc(Br)cc21
5HT2A,Org 12962,Agonist,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl
5HT2A,ORG-37684,Agonist,COc1ccc2c(c1O[C@H]1CCNC1)CCC2
5HT2A,quipazine,Agonist,c1ccc2nc(N3CCNCC3)ccc2c1
5HT2A,AC-90179,Antagonist,COc1ccc(CC(=O)N(Cc2ccc(C)cc2)C2CCN(C)CC2)cc1
5HT2A,spiramide,Antagonist,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
5HT2A,EGIS-7625,Antagonist,Cc1cc([N+](=O)[O-])c(N2CCN(Cc3ccccc3)CC2)cc1N
5HT2A,"L-741,626",Antagonist,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1
5HT2A,LY063518,Antagonist,N=C(N)N/N=C(/c1ccccc1)c1ccc(Cl)s1
5HT2A,LY215840,Antagonist,CC(C)n1cc2c3c(cccc31)C1C[C@@H](C(=O)N[C@H]3CCC[C@H]3O)CN(C)[C@@H]1C2
5HT2A,LY314228,Antagonist,CCCc1c(COc2ccc(/C=N/N=C(N)N)cc2)ccc(C(C)=O)c1O
5HT2A,LY320954,Antagonist,CCCc1c(COc2ccc(/C=N/N=C(N)N)cc2)ccc(C(=O)CC)c1O
5HT2A,LY53857,Antagonist,CC(O)C(C)OC(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C(C)C)C[C@H]2N(C)C1
5HT2A,LY86057,Antagonist,CC(O)C(C)OC(=O)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
5HT2A,volinanserin,Antagonist,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
5HT2A,glemanserin,Antagonist,OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1
5HT2A,RS-102221,Antagonist,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
5HT2A,RS-127445,Antagonist,CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1
5HT2A,SB 206553,Antagonist,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
5HT2A,SB 215505,Antagonist,Cc1cc2c(cc1Cl)N(C(=O)Nc1cccc3ncccc13)CC2
5HT2A,SB 221284,Antagonist,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
5HT2A,SB 228357,Antagonist,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2
5HT2A,SB 242084,Antagonist,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
5HT2A,SB 243213,Antagonist,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
5HT2A,SDZ SER-082,Antagonist,CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1
5HT2A,agomelatine,Antagonist,COc1ccc2cccc(CCNC(C)=O)c2c1
5HT2A,amesergide,Antagonist,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](C(=O)NC3CCCCC3)CN(C)[C@@H]1C2
5HT2A,duloxetine,Antagonist,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
5HT2A,fluphenazine,Antagonist,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
5HT2A,loxapine,Antagonist,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
5HT2A,mesulergine,Antagonist,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
5HT2A,molindone,Antagonist,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
5HT2A,perphenazine,Antagonist,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
5HT2A,sarpogrelate,Antagonist,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1
5HT2A,sergolexole,Antagonist,CO[C@H]1CC[C@H](OC(=O)[C@@H]2C[C@@H]3c4cccc5c4c(cn5C(C)C)C[C@H]3N(C)C2)CC1
5HT2A,thiothixene,Antagonist,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
5HT2A,trazodone,Antagonist,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
5HT2A,trifluoperazine,Antagonist,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
5HT2A,lorcaserin,Agonist,C[C@H]1CNCCc2ccc(Cl)cc21
5HT2A,[<sup>18</sup>F]altanserin,Antagonist,O=C(c1ccc([18F])cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
5HT2A,[<sup>11</sup>C]volinanserin,Antagonist,COc1c(O[11CH3])cccc1[C@H](O)C1CCN(CCc2ccc(F)cc2)CC1
5HT2A,mesoridazine,Antagonist,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
5HT2A,mirtazapine,Antagonist,CN1CCN2c3ncccc3Cc3ccccc3C2C1
5HT2A,nefazodone,Antagonist,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
5HT2A,blonanserin,Antagonist,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
5HT2A,flibanserin,Antagonist,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
5HT2A,pimavanserin,Antagonist,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
5HT2A,BF-1,Antagonist,CCOc1ccc2c(c1)Sc1cccc(OC)c1C2=C1CCN(C)CC1
5HT2A,relenopride,Agonist,COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CC[C@H](OC(N)=O)c2ccc(F)cc2)CC1
5HT2A,[<sup>11</sup>C]GSK215083,Antagonist,[11CH3]N1CCN(c2cccc3cc(S(=O)(=O)c4cccc(F)c4)cnc23)CC1
5HT2A,LP-12,Agonist,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NC1CCCc2ccccc21
5HT2A,LP-44,Agonist,CSc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1
5HT2A,lumateperone,Antagonist,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
5HT2A,compound 3b [PMID:28943244],Antagonist,COc1ccccc1N1CCN(CCNC(=O)c2ccccn2)CC1
5HT2A,H05,Antagonist,CN(C)CCC(Oc1cccc2c1OCO2)c1ccc(F)cc1
5HT2A,psilocin,Agonist,CN(C)CCc1c[nH]c2cccc(O)c12
5HT2A,EGIS-11150,Antagonist,Cn1ncc(NCCN2CCC(c3noc4cc(F)ccc34)CC2)c(Cl)c1=O
5HT2A,mescaline,Agonist,COc1cc(CCN)cc(OC)c1OC
5HT2B,quinpirole,Agonist,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21
5HT2B,1-naphthylpiperazine,Antagonist,c1ccc2c(N3CCNCC3)cccc2c1
5HT2B,5-CT,Agonist,NCCc1c[nH]c2ccc(C(N)=O)cc12
5HT2B,5-hydroxytryptamine,Agonist,NCCc1c[nH]c2ccc(O)cc12
5HT2B,8-OH-DPAT,Agonist,CCCN(CCC)C1CCc2cccc(O)c2C1
5HT2B,BRL-15572,Agonist,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
5HT2B,GR 127935,Agonist,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
5HT2B,Lysergide,Agonist,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2B,LY344864,Agonist,CN(C)C1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1
5HT2B,RU 24969,Agonist,COc1ccc2[nH]cc(C3=CCNCC3)c2c1
5HT2B,SB 216641,Agonist,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
5HT2B,capeserod,Agonist,Nc1c(Cl)cc(-c2nn(C3CCN(CCc4ccccc4)CC3)c(=O)o2)c2c1OCCO2
5HT2B,apomorphine,Antagonist,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
5HT2B,bromocriptine,Antagonist,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
5HT2B,cabergoline,Agonist,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
5HT2B,clozapine,Antagonist,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
5HT2B,lisuride,Antagonist,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2B,pergolide,Agonist,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
5HT2B,piribedil,Antagonist,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
5HT2B,roxindole,Antagonist,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
5HT2B,spiroxatrine,Antagonist,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
5HT2B,terguride,Antagonist,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2B,xanomeline,Antagonist,CCCCCCOc1nsnc1C1=CCCN(C)C1
5HT2B,haloperidol,Antagonist,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
5HT2B,ketanserin,Antagonist,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
5HT2B,methiothepin,Antagonist,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
5HT2B,pindolol,Agonist,CC(C)NCC(O)COc1cccc2[nH]ccc12
5HT2B,ritanserin,Antagonist,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
5HT2B,spiperone,Antagonist,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
5HT2B,yohimbine,Antagonist,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
5HT2B,CGS-12066,Agonist,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1
5HT2B,TFMPP,Agonist,FC(F)(F)c1cccc(N2CCNCC2)c1
5HT2B,tryptamine,Agonist,NCCc1c[nH]c2ccccc12
5HT2B,S33084,Antagonist,N#Cc1ccc2c(c1)[C@H]1CN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)C[C@@H]1CO2
5HT2B,SB 224289,Antagonist,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1
5HT2B,metergoline,Antagonist,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
5HT2B,methysergide,Agonist,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
5HT2B,mianserin,Antagonist,CN1CCN2c3ccccc3Cc3ccccc3C2C1
5HT2B,rauwolscine,Antagonist,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O
5HT2B,<i>m</i>-chlorophenylpiperazine,Agonist,Clc1cccc(N2CCNCC2)c1
5HT2B,SB 277011-A,Antagonist,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2
5HT2B,DOI,Agonist,COc1cc(CC(C)N)c(OC)cc1I
5HT2B,ergotamine,Agonist,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
5HT2B,methylergonovine,Agonist,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2B,&alpha;-methyl-5-HT,Agonist,CC(N)Cc1c[nH]c2ccc(O)cc12
5HT2B,(+)-DOI,Agonist,COc1cc(C[C@H](C)N)c(OC)cc1I
5HT2B,(+)-LSD,Agonist,CCN(CC)C(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
5HT2B,(<i>R</i>)-DOI,Agonist,COc1cc(C[C@@H](C)N)c(OC)cc1I
5HT2B,AL-37350A,Agonist,C[C@H](N)Cc1c[nH]c2ccc3c(c12)CCCO3
5HT2B,BW723C86,Agonist,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
5HT2B,brolamfetamine,Agonist,COc1cc(CC(C)N)c(OC)cc1Br
5HT2B,MK-212,Agonist,Clc1cncc(N2CCNCC2)n1
5HT2B,Ro 60-0175,Agonist,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21
5HT2B,S 16924,Agonist,O=C(CC1CCN(CCOc2cccc3c2OCCO3)C1)c1ccc(F)cc1
5HT2B,VER-3323,Agonist,C[C@H](N)CN1CCc2ccc(Br)cc21
5HT2B,[<sup>125</sup>I]DOI,Agonist,COc1cc(CC(C)N)c(OC)cc1[125I]
5HT2B,Org 12962,Agonist,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl
5HT2B,ORG-37684,Agonist,COc1ccc2c(c1O[C@H]1CCNC1)CCC2
5HT2B,quipazine,Agonist,c1ccc2nc(N3CCNCC3)ccc2c1
5HT2B,spiramide,Antagonist,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
5HT2B,EGIS-7625,Antagonist,Cc1cc([N+](=O)[O-])c(N2CCN(Cc3ccccc3)CC2)cc1N
5HT2B,"L-741,626",Antagonist,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1
5HT2B,LY53857,Antagonist,CC(O)C(C)OC(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C(C)C)C[C@H]2N(C)C1
5HT2B,volinanserin,Antagonist,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
5HT2B,glemanserin,Antagonist,OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1
5HT2B,RS-102221,Antagonist,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
5HT2B,RS-127445,Antagonist,CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1
5HT2B,SB 206553,Antagonist,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
5HT2B,SB 215505,Antagonist,Cc1cc2c(cc1Cl)N(C(=O)Nc1cccc3ncccc13)CC2
5HT2B,SB 221284,Antagonist,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
5HT2B,SB 228357,Antagonist,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2
5HT2B,SB 242084,Antagonist,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
5HT2B,SB 243213,Antagonist,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
5HT2B,SDZ SER-082,Antagonist,CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1
5HT2B,agomelatine,Antagonist,COc1ccc2cccc(CCNC(C)=O)c2c1
5HT2B,fluoxetine,Antagonist,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
5HT2B,mesulergine,Antagonist,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
5HT2B,norfluoxetine,Antagonist,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
5HT2B,sarpogrelate,Antagonist,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1
5HT2B,trazodone,Antagonist,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
5HT2B,norfenfluramine,Agonist,CC(N)Cc1cccc(C(F)(F)F)c1
5HT2B,(+)-norfenfluramine,Agonist,C[C@H](N)Cc1cccc(C(F)(F)F)c1
5HT2B,(-)-norfenfluramine,Agonist,C[C@@H](N)Cc1cccc(C(F)(F)F)c1
5HT2B,[<sup>3</sup>H]LSD,Agonist,[3H]C([3H])([3H])N1C[C@H](C(=O)N(CC)CC)C=C2c3cccc4[nH]cc(c34)C[C@H]21
5HT2B,SB 204741,Antagonist,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1
5HT2B,melatonin,Antagonist,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
